timestamp_ns,传感器类型,ax(m/s²),ay(m/s²),az(m/s²),纬度,经度,速度(m/s),航向角(°),gx(rad/s),gy(rad/s),gz(rad/s)
70053288370667,加速度计,-0.0239,9.4565,10.3801,,,,,,,
70053298387750,加速度计,0.4543,8.3635,9.7624,,,,,,,
70053295892073,陀螺仪,,,,,,,,0.0358,0.4734,0.9734
70053308404834,加速度计,-0.3412,8.5341,9.4020,,,,,,,
70053315926240,陀螺仪,,,,,,,,0.1654,0.4253,0.8916
70053318421917,加速度计,0.8278,10.5165,3.1651,,,,,,,
70053328439000,加速度计,2.1662,7.5800,2.6324,,,,,,,
70053335960407,陀螺仪,,,,,,,,0.1142,0.4208,0.7919
70053338456084,加速度计,3.2980,7.5214,1.1989,,,,,,,
70053348473167,加速度计,3.3046,9.8821,-0.4501,,,,,,,
70053355994573,陀螺仪,,,,,,,,0.0349,0.3892,0.5724
70053358490250,加速度计,2.4738,9.3410,4.7363,,,,,,,
70053368507334,加速度计,3.7439,7.7949,2.5241,,,,,,,
70053376028740,陀螺仪,,,,,,,,-0.0550,0.2898,0.2573
70053378524417,加速度计,4.4903,8.9435,5.8706,,,,,,,
70053388541813,加速度计,2.3960,9.4571,7.0814,,,,,,,
70053396064157,陀螺仪,,,,,,,,-0.0358,0.1541,-0.0052
70053398559625,加速度计,2.2661,9.4044,6.0651,,,,,,,
70053408577855,加速度计,3.2244,7.9194,6.8833,,,,,,,
70053416101240,陀螺仪,,,,,,,,0.0065,0.0422,-0.2675
70053418596500,加速度计,2.7007,7.6501,4.1258,,,,,,,
70053428615250,加速度计,2.1626,8.1002,3.4824,,,,,,,
70053436138740,陀螺仪,,,,,,,,-0.0016,-0.0270,-0.4740
70053438634000,加速度计,2.0231,8.6227,5.2014,,,,,,,
70053448652750,加速度计,0.5836,9.6875,3.6051,,,,,,,
70053456176240,陀螺仪,,,,,,,,-0.0724,-0.1380,-0.6350
70053458671500,加速度计,1.0792,8.9304,8.6772,,,,,,,
70053468690250,加速度计,-1.1372,8.3240,5.8730,,,,,,,
70053476213740,陀螺仪,,,,,,,,-0.0627,-0.2667,-0.7273
70053478709000,加速度计,0.0664,7.3550,5.6000,,,,,,,
70053488727750,加速度计,-0.7326,7.8979,6.4434,,,,,,,
70053496251240,陀螺仪,,,,,,,,-0.0325,-0.2555,-0.6724
70053498746500,加速度计,0.1125,8.0822,8.0206,,,,,,,
70053508765250,加速度计,1.0343,10.0413,5.3852,,,,,,,
70053516288740,陀螺仪,,,,,,,,0.0162,-0.1832,-0.5288
70053518784000,加速度计,-0.0054,9.4571,3.9612,,,,,,,
70053528805875,加速度计,0.0036,8.0715,0.7494,,,,,,,
70053536330198,陀螺仪,,,,,,,,-0.1079,-0.1441,-0.3883
70053538827542,加速度计,0.4579,7.3460,2.4265,,,,,,,
70053548837959,加速度计,0.8882,7.2143,5.5833,,,,,,,
70053556351448,陀螺仪,,,,,,,,-0.1071,-0.1055,-0.2991
70053558848688,加速度计,0.1993,8.1427,3.2759,,,,,,,
70053568860146,加速度计,0.4729,8.7753,2.8455,,,,,,,
70053576375615,陀螺仪,,,,,,,,-0.1615,-0.0265,-0.1838
70053578872438,加速度计,-0.3921,7.2287,4.1785,,,,,,,
70053588885875,加速度计,0.0784,7.3927,6.9761,,,,,,,
70053598900563,加速度计,0.0215,8.5323,9.9629,,,,,,,
70053596404365,陀螺仪,,,,,,,,-0.1764,-0.0016,-0.1332
70053608916500,加速度计,-0.7290,8.9160,5.4803,,,,,,,
70053616438115,陀螺仪,,,,,,,,-0.1438,-0.0172,-0.1438
70053618933688,加速度计,0.0479,8.3989,2.3906,,,,,,,
70053628952125,加速度计,1.5419,3.6123,4.4448,,,,,,,
70053636476865,陀螺仪,,,,,,,,-0.1449,-0.0575,-0.2708
70053638971813,加速度计,1.9848,5.6569,9.4116,,,,,,,
70053648992750,加速度计,-0.8254,11.5538,3.7619,,,,,,,
70053659014625,加速度计,-0.0898,8.0080,3.7697,,,,,,,
70053656520198,陀螺仪,,,,,,,,-0.1997,-0.1051,-0.3416
70053669037334,加速度计,1.7555,6.8396,10.5111,,,,,,,
70053676566448,陀螺仪,,,,,,,,-0.1637,-0.1048,-0.3478
70053679060563,加速度计,-0.3400,7.3975,4.3293,,,,,,,
70053689084209,加速度计,0.9379,6.6870,12.0345,,,,,,,
70053696613948,陀螺仪,,,,,,,,-0.0626,-0.1398,-0.3322
70053699107959,加速度计,1.4359,8.2091,9.2715,,,,,,,
70053709131709,加速度计,1.1917,7.4005,6.7540,,,,,,,
70053716657698,陀螺仪,,,,,,,,-0.0389,-0.1742,-0.4428
70053719152646,加速度计,2.3110,6.1543,7.2191,,,,,,,
70053729171084,加速度计,0.7548,5.8227,6.4883,,,,,,,
70053736693532,陀螺仪,,,,,,,,0.0209,-0.2218,-0.5806
70053739189000,加速度计,-0.2682,7.6315,7.8883,,,,,,,
70053749206917,加速度计,-0.4100,9.0237,4.3203,,,,,,,
70053756729365,陀螺仪,,,,,,,,-0.0273,-0.2951,-0.5898
70053759224834,加速度计,1.2408,5.3265,6.6846,,,,,,,
70053769242750,加速度计,1.1983,6.0100,7.5986,,,,,,,
70053779262230,加速度计,-0.2610,7.3466,6.3009,,,,,,,
70053776770771,陀螺仪,,,,,,,,-0.0044,-0.3172,-0.6257
70053789281344,加速度计,0.9726,7.1419,9.6289,,,,,,,
70053796799105,陀螺仪,,,,,,,,0.0328,-0.2884,-0.5543
70053799295511,加速度计,0.8212,7.6800,6.7852,,,,,,,
70053809309677,加速度计,0.6746,7.7686,5.0470,,,,,,,
70053816827855,陀螺仪,,,,,,,,-0.0230,-0.2671,-0.5198
